Name,Price,Rating,Brand,Gender,ProductType,Fragrance_family,Character,Ingredients,Concentration,Top_note,Middle_note,Base_note,Size,Year
Al Majed for Oud Maiyal Plus EDP,230 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Majed for Oud Abeer Al-Shawq EDP,150 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Majed for Oud Rima Elegance EDP,184 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Al Majed for Oud Malaki Alsharq EDP,172 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Vertus Silhouette EDP,770 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Vertus Paradox EDP,770 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Vertus Oriental Rose EDP,770 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Vertus Night Dose EDP,770 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Vertus Fresh Orient EDP,770 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Vertus 1001 EDP,770 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Tom Ford Fleur de Chine EDP,938 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Tom Ford Black Orchid Gold EDP,994 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Tom Ford Fougère d’Argent EDP,2310 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Ted Lapidus Oud Noir EDP,161 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Ted Lapidus Oud Blanc EDP,161 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Stephane Humbert Lucas 777 Panthea Iris EDP,826 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Stephane Humbert Lucas 777 Une Nuit a Doha EDP,840 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Stéphane Humbert Lucas 777 Isra & Miraj EDP,1008 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Sergio Tacchini With Style EDT,115 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Sean John Unforgivable EDT,203 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Saint Hilaire Private White EDP,133 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Saint Hilaire Private Red EDP,133 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Saint Hilaire Private Gray EDP,133 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Saint Hilaire Private Blue EDP,133 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Saint Hilaire Oud Ultime EDP,133 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Saint Hilaire Iris Absolu EDP,133 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Ralph Lauren Polo Red EDT,224 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Hugo Boss Orange Man EDT,119 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Calvin Klein Deluxe Travel Collection (5 Pieces),249 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Byredo 1996 Inez & Vinoodh Hair Perfume - 75 ml,399 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Burberry Mr Burberry Gift Set (EDT 100 ml + After Shave Balm 75 ml + Body Wash Gel 75 ml),432 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Junaid Perfumes Nashmah EDP,145 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Junaid Perfumes Ighra'e EDT,200 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Junaid Perfumes Razji Perfume Oil,165 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Junaid Shiyam Perfume Oil,280 SAR,Mancera,none,Unisex,Perfume,Romantic,Oriental,"Gold,Purple",120 ml,2015,"Agarwood, Saffron, Black Pepper, Cardamom, Floral Notes, Madagascar Vanilla, Guaiac Wood, Sandalwood",Eau de Parfum,"Agarwood, Saffron, Black Pepper, Cardamom",Floral Notes
Hermes Terre D'Hermes Pure Perfume,552 SAR,Hermes,5,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Guerlain Homme Guerlain Intense,346 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Guerlain L'instant De Guerlain,295 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Exuma Parfums Body Mist Oud Noir - 100 ml,276 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Al Dakheel Oud D Line Collection (5x10 ml),104 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Al Dakheel Oud Jadilah Group (4x30 ml),360 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Al Dakheel Oud Sense Group (3x30 ml),219 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Al Dakheel Oud Dream 3 Body Mist - 100 ml,46 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Chanel Allure Homme Edition Blanche,437 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Al Dakheel Oud Crown Body Mist - 100 ml,46 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Lootah Signature Oil Fragrant Oil,427 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Lootah White Musk Fragrant Oil,241 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Lootah Musk Al Rose Fragrant Oil,241 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Lootah Dancia Fragrant Oil,405 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Lootah Dehn Al Oud Hindi Seufi Fragrant Oil,657 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Lootah Dehn Al Oud Hindi Fragrant Oil,548 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Lootah Bu Sultan Fragrant Oil,383 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Lootah Mabe EDP,427 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Lootah Lavish EDP,427 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Lootah Luminous EDP,350 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Lootah Suave EDP,350 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Lootah Elusive EDP,427 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Lootah Timeless Oud EDP,427 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Lootah Silky Oud EDP,427 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Lootah Reminisce EDP,350 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Lootah Palomino EDP,350 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Solinotes Fleur De Orange Perfume Set (EDP 50 ml + Hand Cream Coffert),98 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Solinotes Vanille Perfume Set (EDP 50 ml + Hand Cream Coffert),98 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Solinotes Cerisier Perfume Set (EDP 50 ml + Hand Cream Coffert),98 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Moresque Edition Tamima EDP,1242 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Moresque Edition Aristoqrati EDP,1720 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Moresque Sahara Blu EDP,1720 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Moresque Edition Rand EDP,1242 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Moresque Gold Oroluna EDP,1720 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Moresque Gold Aurum EDP,1720 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Moresque Gold Sole EDP,1720 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Moresque Gold Fiamma EDP,1720 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Moresque Sandal Granda EDP,1720 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Moresque Gold Oro Edp EDP,1720 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Moresque Edition Diadema EDP,1242 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Moresque Re Nero EDP,1720 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Nasamat Brazilian Spices Gold EDP,794 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Paco Rabanne Phantom EDT,375 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Mancera Aoud Orchid,295 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Paris Hilton For Men EDT,159 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Orientica Luxury Collection Royal Amber EDP,384 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Orientica Luxury Collection Oud Saffron EDP,384 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Orientica Luxury Collection Amber Rouge EDP,384 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
Mustang Ford EDT,117 SAR,Hermes,none,Men,Perfume,Charismatic,Woody Oriental,"Transparent,Black",75 ml,2006,"Orange,Vetiver, Pepper, Grapefruit, Cedar, Patchouli, Benzoin, Pelargonium",Parfum,"Orange, Grapefruit","Pepper, Pelargonium"
